Using device: cuda
Loading embedding model and tokenizer...
Original data size: 36718
Filtered data size: 17148
Training Model 0...
Holdout evaluation before iterations:
Prompt:  However , as Hung notes , he " is the only Chinese poet whose influence grew with time " , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a
Candidate 1:  few years or so) , " It seems to me that it is because his poems are well recorded in the English language . Indeed, it is said that there are no Chinese poems in English , but many are published in Chinese , with the exception of some of the English poems " , " and " , " and ",
Candidate 2:  short time ). Most important also some reviews come from the Chinese scholar Zhongnong Huang, who expressed his love of Du Fu 's works. Although Zhongnong Huang's comments about the "cultural vitality" of Du Fu 's works have been met with many negative criticisms, his views are often cited as
Candidate 3:  limited amount , and did not discuss all of it ). His works were not included in the list of Chinese Poetry Poems but became their own special style . Other critics (who were of the opinion that Chinese prose poetry did not exist), in particular Jiang Yang (who saw "literary culture" in general as one
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
{'loss': 3.8237, 'grad_norm': 19.359342575073242, 'learning_rate': 4.818908455101786e-05, 'epoch': 0.11}
{'loss': 3.7131, 'grad_norm': 18.926071166992188, 'learning_rate': 4.8126639190708134e-05, 'epoch': 0.11}
{'loss': 3.8353, 'grad_norm': 18.697904586791992, 'learning_rate': 4.80641938303984e-05, 'epoch': 0.12}
{'loss': 3.6862, 'grad_norm': 18.267934799194336, 'learning_rate': 4.800174847008867e-05, 'epoch': 0.12}
{'loss': 3.7616, 'grad_norm': 17.045734405517578, 'learning_rate': 4.7939303109778945e-05, 'epoch': 0.12}
{'loss': 3.7649, 'grad_norm': 17.639514923095703, 'learning_rate': 4.787685774946922e-05, 'epoch': 0.13}
{'loss': 3.8586, 'grad_norm': 21.67438316345215, 'learning_rate': 4.781441238915948e-05, 'epoch': 0.13}
{'loss': 3.9111, 'grad_norm': 21.610891342163086, 'learning_rate': 4.775196702884976e-05, 'epoch': 0.13}
{'loss': 3.7917, 'grad_norm': 17.539766311645508, 'learning_rate': 4.768952166854003e-05, 'epoch': 0.14}
{'loss': 3.8427, 'grad_norm': 16.691083908081055, 'learning_rate': 4.76270763082303e-05, 'epoch': 0.14}
{'loss': 3.8165, 'grad_norm': 18.118717193603516, 'learning_rate': 4.756463094792057e-05, 'epoch': 0.15}
{'loss': 3.8097, 'grad_norm': 18.327659606933594, 'learning_rate': 4.7502185587610845e-05, 'epoch': 0.15}
{'loss': 3.6198, 'grad_norm': 17.080493927001953, 'learning_rate': 4.743974022730112e-05, 'epoch': 0.15}
{'loss': 3.7255, 'grad_norm': 19.763803482055664, 'learning_rate': 4.737729486699138e-05, 'epoch': 0.16}
{'loss': 3.8738, 'grad_norm': 16.485370635986328, 'learning_rate': 4.7314849506681655e-05, 'epoch': 0.16}
{'loss': 3.7528, 'grad_norm': 20.065876007080078, 'learning_rate': 4.725240414637193e-05, 'epoch': 0.16}
{'loss': 3.9117, 'grad_norm': 23.57561683654785, 'learning_rate': 4.71899587860622e-05, 'epoch': 0.17}
{'loss': 3.835, 'grad_norm': 19.887855529785156, 'learning_rate': 4.7127513425752466e-05, 'epoch': 0.17}
{'loss': 3.8238, 'grad_norm': 23.51645278930664, 'learning_rate': 4.706506806544274e-05, 'epoch': 0.18}
{'loss': 3.8312, 'grad_norm': 17.446651458740234, 'learning_rate': 4.700262270513301e-05, 'epoch': 0.18}
{'loss': 3.9973, 'grad_norm': 20.495100021362305, 'learning_rate': 4.694017734482328e-05, 'epoch': 0.18}
{'loss': 3.7811, 'grad_norm': 18.689647674560547, 'learning_rate': 4.687773198451355e-05, 'epoch': 0.19}
{'loss': 3.7501, 'grad_norm': 16.49972152709961, 'learning_rate': 4.681528662420383e-05, 'epoch': 0.19}
{'loss': 3.7213, 'grad_norm': 17.596233367919922, 'learning_rate': 4.675284126389409e-05, 'epoch': 0.19}
{'loss': 3.6704, 'grad_norm': 19.667932510375977, 'learning_rate': 4.6690395903584366e-05, 'epoch': 0.2}
{'loss': 3.6358, 'grad_norm': 17.144872665405273, 'learning_rate': 4.662795054327463e-05, 'epoch': 0.2}
{'loss': 3.6335, 'grad_norm': 15.955819129943848, 'learning_rate': 4.656550518296491e-05, 'epoch': 0.21}
{'loss': 3.703, 'grad_norm': 16.694435119628906, 'learning_rate': 4.650305982265518e-05, 'epoch': 0.21}
{'loss': 3.8373, 'grad_norm': 17.731760025024414, 'learning_rate': 4.644061446234545e-05, 'epoch': 0.21}
{'loss': 3.7, 'grad_norm': 20.97098731994629, 'learning_rate': 4.637816910203572e-05, 'epoch': 0.22}
{'loss': 3.7788, 'grad_norm': 17.896894454956055, 'learning_rate': 4.6315723741725993e-05, 'epoch': 0.22}
{'loss': 3.8039, 'grad_norm': 18.665802001953125, 'learning_rate': 4.6253278381416266e-05, 'epoch': 0.22}
{'loss': 3.8039, 'grad_norm': 17.357315063476562, 'learning_rate': 4.619083302110653e-05, 'epoch': 0.23}
{'loss': 3.7753, 'grad_norm': 23.503183364868164, 'learning_rate': 4.6128387660796804e-05, 'epoch': 0.23}
{'loss': 3.7993, 'grad_norm': 18.249530792236328, 'learning_rate': 4.6065942300487076e-05, 'epoch': 0.24}
{'loss': 3.8039, 'grad_norm': 18.68061637878418, 'learning_rate': 4.600349694017735e-05, 'epoch': 0.24}
{'loss': 3.6477, 'grad_norm': 18.633617401123047, 'learning_rate': 4.5941051579867614e-05, 'epoch': 0.24}
{'loss': 3.6735, 'grad_norm': 17.687267303466797, 'learning_rate': 4.5878606219557894e-05, 'epoch': 0.25}
{'loss': 3.7487, 'grad_norm': 17.749998092651367, 'learning_rate': 4.581616085924816e-05, 'epoch': 0.25}
{'loss': 3.679, 'grad_norm': 18.09956932067871, 'learning_rate': 4.575371549893843e-05, 'epoch': 0.25}
{'loss': 3.798, 'grad_norm': 19.140077590942383, 'learning_rate': 4.56912701386287e-05, 'epoch': 0.26}
{'loss': 3.7671, 'grad_norm': 17.326356887817383, 'learning_rate': 4.5628824778318976e-05, 'epoch': 0.26}
{'loss': 3.7737, 'grad_norm': 17.665048599243164, 'learning_rate': 4.556637941800924e-05, 'epoch': 0.27}
{'loss': 3.7747, 'grad_norm': 16.61872100830078, 'learning_rate': 4.5503934057699515e-05, 'epoch': 0.27}
{'loss': 3.8689, 'grad_norm': 16.964529037475586, 'learning_rate': 4.544148869738978e-05, 'epoch': 0.27}
{'loss': 3.6587, 'grad_norm': 15.180007934570312, 'learning_rate': 4.537904333708006e-05, 'epoch': 0.28}
{'loss': 3.7377, 'grad_norm': 17.63559913635254, 'learning_rate': 4.531659797677033e-05, 'epoch': 0.28}
{'loss': 3.7037, 'grad_norm': 16.590545654296875, 'learning_rate': 4.52541526164606e-05, 'epoch': 0.28}
{'loss': 3.7932, 'grad_norm': 18.870635986328125, 'learning_rate': 4.519170725615087e-05, 'epoch': 0.29}
{'loss': 3.775, 'grad_norm': 18.459606170654297, 'learning_rate': 4.512926189584114e-05, 'epoch': 0.29}
{'loss': 3.9842, 'grad_norm': 19.664947509765625, 'learning_rate': 4.5066816535531415e-05, 'epoch': 0.3}
{'loss': 3.8894, 'grad_norm': 16.84619140625, 'learning_rate': 4.500437117522168e-05, 'epoch': 0.3}
{'loss': 3.7897, 'grad_norm': 15.262323379516602, 'learning_rate': 4.494192581491195e-05, 'epoch': 0.3}
{'loss': 3.8346, 'grad_norm': 18.105051040649414, 'learning_rate': 4.4879480454602225e-05, 'epoch': 0.31}
{'loss': 3.7518, 'grad_norm': 17.808507919311523, 'learning_rate': 4.48170350942925e-05, 'epoch': 0.31}
{'loss': 3.6647, 'grad_norm': 17.27365493774414, 'learning_rate': 4.475458973398276e-05, 'epoch': 0.31}
{'loss': 3.7516, 'grad_norm': 21.16118049621582, 'learning_rate': 4.469214437367304e-05, 'epoch': 0.32}
{'loss': 3.7649, 'grad_norm': 18.11358070373535, 'learning_rate': 4.462969901336331e-05, 'epoch': 0.32}
{'loss': 3.6198, 'grad_norm': 17.79627227783203, 'learning_rate': 4.456725365305358e-05, 'epoch': 0.33}
{'loss': 3.8811, 'grad_norm': 17.037981033325195, 'learning_rate': 4.4504808292743846e-05, 'epoch': 0.33}
{'loss': 3.6404, 'grad_norm': 15.573382377624512, 'learning_rate': 4.4442362932434125e-05, 'epoch': 0.33}
{'loss': 3.7278, 'grad_norm': 16.550622940063477, 'learning_rate': 4.437991757212439e-05, 'epoch': 0.34}
{'loss': 3.7415, 'grad_norm': 16.25783348083496, 'learning_rate': 4.431747221181466e-05, 'epoch': 0.34}
{'loss': 3.7461, 'grad_norm': 17.224721908569336, 'learning_rate': 4.4255026851504936e-05, 'epoch': 0.34}
{'loss': 3.7626, 'grad_norm': 20.202919006347656, 'learning_rate': 4.419258149119521e-05, 'epoch': 0.35}
{'loss': 3.8068, 'grad_norm': 17.540273666381836, 'learning_rate': 4.413013613088548e-05, 'epoch': 0.35}
{'loss': 3.6915, 'grad_norm': 16.80088233947754, 'learning_rate': 4.4067690770575746e-05, 'epoch': 0.36}
{'loss': 3.5972, 'grad_norm': 16.176239013671875, 'learning_rate': 4.400524541026602e-05, 'epoch': 0.36}
{'loss': 3.6014, 'grad_norm': 16.970056533813477, 'learning_rate': 4.394280004995629e-05, 'epoch': 0.36}
{'loss': 3.6079, 'grad_norm': 16.465822219848633, 'learning_rate': 4.3880354689646563e-05, 'epoch': 0.37}
{'loss': 3.761, 'grad_norm': 15.930683135986328, 'learning_rate': 4.381790932933683e-05, 'epoch': 0.37}
{'loss': 3.6016, 'grad_norm': 17.524673461914062, 'learning_rate': 4.375546396902711e-05, 'epoch': 0.37}
{'loss': 3.8003, 'grad_norm': 17.54905891418457, 'learning_rate': 4.3693018608717374e-05, 'epoch': 0.38}
{'loss': 3.7733, 'grad_norm': 15.572552680969238, 'learning_rate': 4.3630573248407646e-05, 'epoch': 0.38}
{'loss': 3.7945, 'grad_norm': 16.98594856262207, 'learning_rate': 4.356812788809791e-05, 'epoch': 0.39}
{'loss': 3.5356, 'grad_norm': 18.796104431152344, 'learning_rate': 4.350568252778819e-05, 'epoch': 0.39}
{'loss': 3.5366, 'grad_norm': 17.1711368560791, 'learning_rate': 4.344323716747846e-05, 'epoch': 0.39}
{'loss': 3.6622, 'grad_norm': 16.89227294921875, 'learning_rate': 4.338079180716873e-05, 'epoch': 0.4}
{'loss': 3.7019, 'grad_norm': 20.642601013183594, 'learning_rate': 4.3318346446859e-05, 'epoch': 0.4}
{'loss': 3.5977, 'grad_norm': 16.0018310546875, 'learning_rate': 4.3255901086549274e-05, 'epoch': 0.4}
{'loss': 3.6192, 'grad_norm': 18.2078857421875, 'learning_rate': 4.319345572623954e-05, 'epoch': 0.41}
{'loss': 3.8363, 'grad_norm': 18.00847625732422, 'learning_rate': 4.313101036592981e-05, 'epoch': 0.41}
{'loss': 3.8589, 'grad_norm': 16.805673599243164, 'learning_rate': 4.3068565005620084e-05, 'epoch': 0.42}
{'loss': 3.6209, 'grad_norm': 21.48750114440918, 'learning_rate': 4.300611964531036e-05, 'epoch': 0.42}
{'loss': 3.7067, 'grad_norm': 18.60757827758789, 'learning_rate': 4.294367428500063e-05, 'epoch': 0.42}
{'loss': 3.7269, 'grad_norm': 18.719547271728516, 'learning_rate': 4.2881228924690895e-05, 'epoch': 0.43}
{'loss': 3.9091, 'grad_norm': 18.039684295654297, 'learning_rate': 4.2818783564381174e-05, 'epoch': 0.43}
{'loss': 3.549, 'grad_norm': 17.946685791015625, 'learning_rate': 4.275633820407144e-05, 'epoch': 0.43}
{'loss': 3.8121, 'grad_norm': 16.240367889404297, 'learning_rate': 4.269389284376171e-05, 'epoch': 0.44}
{'loss': 3.6748, 'grad_norm': 20.3714656829834, 'learning_rate': 4.263144748345198e-05, 'epoch': 0.44}
{'loss': 3.6738, 'grad_norm': 18.9456844329834, 'learning_rate': 4.256900212314226e-05, 'epoch': 0.45}
{'loss': 3.641, 'grad_norm': 14.078912734985352, 'learning_rate': 4.250655676283252e-05, 'epoch': 0.45}
{'loss': 3.6877, 'grad_norm': 18.139087677001953, 'learning_rate': 4.2444111402522795e-05, 'epoch': 0.45}
{'loss': 3.5525, 'grad_norm': 18.06092643737793, 'learning_rate': 4.238166604221306e-05, 'epoch': 0.46}
{'loss': 3.6879, 'grad_norm': 18.020896911621094, 'learning_rate': 4.231922068190334e-05, 'epoch': 0.46}
{'loss': 3.6607, 'grad_norm': 16.183616638183594, 'learning_rate': 4.2256775321593606e-05, 'epoch': 0.46}
{'loss': 3.6208, 'grad_norm': 17.255226135253906, 'learning_rate': 4.219432996128388e-05, 'epoch': 0.47}
{'loss': 3.7672, 'grad_norm': 18.058250427246094, 'learning_rate': 4.213188460097415e-05, 'epoch': 0.47}
{'loss': 3.5576, 'grad_norm': 17.611637115478516, 'learning_rate': 4.206943924066442e-05, 'epoch': 0.48}
{'loss': 3.5514, 'grad_norm': 15.917384147644043, 'learning_rate': 4.200699388035469e-05, 'epoch': 0.48}
{'loss': 3.6213, 'grad_norm': 16.646371841430664, 'learning_rate': 4.194454852004496e-05, 'epoch': 0.48}
{'loss': 3.7934, 'grad_norm': 15.294269561767578, 'learning_rate': 4.188210315973523e-05, 'epoch': 0.49}
{'loss': 3.8472, 'grad_norm': 19.915441513061523, 'learning_rate': 4.1819657799425506e-05, 'epoch': 0.49}
{'loss': 3.6951, 'grad_norm': 17.455774307250977, 'learning_rate': 4.175721243911578e-05, 'epoch': 0.49}
{'loss': 3.5353, 'grad_norm': 19.83893585205078, 'learning_rate': 4.1694767078806044e-05, 'epoch': 0.5}
{'loss': 3.5134, 'grad_norm': 16.788127899169922, 'learning_rate': 4.163232171849632e-05, 'epoch': 0.5}
{'loss': 3.6899, 'grad_norm': 16.88318634033203, 'learning_rate': 4.156987635818659e-05, 'epoch': 0.51}
{'loss': 3.6724, 'grad_norm': 16.975770950317383, 'learning_rate': 4.150743099787686e-05, 'epoch': 0.51}
{'loss': 3.8388, 'grad_norm': 15.667704582214355, 'learning_rate': 4.1444985637567127e-05, 'epoch': 0.51}
{'loss': 3.6551, 'grad_norm': 18.10572624206543, 'learning_rate': 4.1382540277257406e-05, 'epoch': 0.52}
{'loss': 3.7562, 'grad_norm': 18.159671783447266, 'learning_rate': 4.132009491694767e-05, 'epoch': 0.52}
{'loss': 3.7218, 'grad_norm': 15.853985786437988, 'learning_rate': 4.1257649556637944e-05, 'epoch': 0.52}
{'loss': 3.6261, 'grad_norm': 17.2456111907959, 'learning_rate': 4.1195204196328216e-05, 'epoch': 0.53}
{'loss': 3.6014, 'grad_norm': 15.8534517288208, 'learning_rate': 4.113275883601849e-05, 'epoch': 0.53}
{'loss': 3.6477, 'grad_norm': 16.112388610839844, 'learning_rate': 4.1070313475708754e-05, 'epoch': 0.54}
{'loss': 3.6986, 'grad_norm': 18.402263641357422, 'learning_rate': 4.100786811539903e-05, 'epoch': 0.54}
{'loss': 3.53, 'grad_norm': 15.61020565032959, 'learning_rate': 4.09454227550893e-05, 'epoch': 0.54}
{'loss': 3.6267, 'grad_norm': 17.98780059814453, 'learning_rate': 4.088297739477957e-05, 'epoch': 0.55}
{'loss': 3.8643, 'grad_norm': 17.296964645385742, 'learning_rate': 4.082053203446984e-05, 'epoch': 0.55}
{'loss': 3.6655, 'grad_norm': 16.1193790435791, 'learning_rate': 4.075808667416011e-05, 'epoch': 0.55}
{'loss': 3.8284, 'grad_norm': 17.512327194213867, 'learning_rate': 4.069564131385039e-05, 'epoch': 0.56}
{'loss': 3.6645, 'grad_norm': 15.460768699645996, 'learning_rate': 4.0633195953540654e-05, 'epoch': 0.56}
{'loss': 3.7184, 'grad_norm': 16.822063446044922, 'learning_rate': 4.057075059323093e-05, 'epoch': 0.57}
{'loss': 3.7416, 'grad_norm': 15.726954460144043, 'learning_rate': 4.050830523292119e-05, 'epoch': 0.57}
{'loss': 3.7082, 'grad_norm': 17.085538864135742, 'learning_rate': 4.044585987261147e-05, 'epoch': 0.57}
{'loss': 3.5836, 'grad_norm': 19.71142578125, 'learning_rate': 4.038341451230174e-05, 'epoch': 0.58}
{'loss': 3.537, 'grad_norm': 16.2589054107666, 'learning_rate': 4.032096915199201e-05, 'epoch': 0.58}
{'loss': 3.7817, 'grad_norm': 18.113162994384766, 'learning_rate': 4.025852379168228e-05, 'epoch': 0.58}
{'loss': 3.7365, 'grad_norm': 15.283642768859863, 'learning_rate': 4.0196078431372555e-05, 'epoch': 0.59}
{'loss': 3.7279, 'grad_norm': 18.258075714111328, 'learning_rate': 4.013363307106282e-05, 'epoch': 0.59}
{'loss': 3.5772, 'grad_norm': 15.026546478271484, 'learning_rate': 4.007118771075309e-05, 'epoch': 0.6}
{'loss': 3.6184, 'grad_norm': 15.347339630126953, 'learning_rate': 4.0008742350443365e-05, 'epoch': 0.6}
{'loss': 3.5928, 'grad_norm': 17.267534255981445, 'learning_rate': 3.994629699013364e-05, 'epoch': 0.6}
{'loss': 3.5435, 'grad_norm': 17.170991897583008, 'learning_rate': 3.98838516298239e-05, 'epoch': 0.61}
{'loss': 3.6922, 'grad_norm': 75.60082244873047, 'learning_rate': 3.9821406269514175e-05, 'epoch': 0.61}
{'loss': 3.5678, 'grad_norm': 16.359922409057617, 'learning_rate': 3.975896090920445e-05, 'epoch': 0.61}
{'loss': 3.6826, 'grad_norm': 16.526817321777344, 'learning_rate': 3.969651554889472e-05, 'epoch': 0.62}
{'loss': 3.4781, 'grad_norm': 15.348641395568848, 'learning_rate': 3.9634070188584986e-05, 'epoch': 0.62}
{'loss': 3.5986, 'grad_norm': 17.312576293945312, 'learning_rate': 3.957162482827526e-05, 'epoch': 0.63}
{'loss': 3.6206, 'grad_norm': 14.779926300048828, 'learning_rate': 3.950917946796554e-05, 'epoch': 0.63}
{'loss': 3.6972, 'grad_norm': 16.351049423217773, 'learning_rate': 3.94467341076558e-05, 'epoch': 0.63}
{'loss': 3.6403, 'grad_norm': 15.822039604187012, 'learning_rate': 3.9384288747346076e-05, 'epoch': 0.64}
{'loss': 3.3175, 'grad_norm': 15.504859924316406, 'learning_rate': 3.932184338703634e-05, 'epoch': 0.64}
{'loss': 3.5545, 'grad_norm': 17.585803985595703, 'learning_rate': 3.925939802672662e-05, 'epoch': 0.64}
{'loss': 3.6624, 'grad_norm': 17.956920623779297, 'learning_rate': 3.9196952666416886e-05, 'epoch': 0.65}
{'loss': 3.4826, 'grad_norm': 16.37139320373535, 'learning_rate': 3.913450730610716e-05, 'epoch': 0.65}
{'loss': 3.4572, 'grad_norm': 14.82709789276123, 'learning_rate': 3.907206194579743e-05, 'epoch': 0.66}
{'loss': 3.5799, 'grad_norm': 17.153366088867188, 'learning_rate': 3.90096165854877e-05, 'epoch': 0.66}
{'loss': 3.5334, 'grad_norm': 16.617834091186523, 'learning_rate': 3.894717122517797e-05, 'epoch': 0.66}
{'loss': 3.6806, 'grad_norm': 16.799684524536133, 'learning_rate': 3.888472586486824e-05, 'epoch': 0.67}
{'loss': 3.5973, 'grad_norm': 16.909330368041992, 'learning_rate': 3.8822280504558514e-05, 'epoch': 0.67}
{'loss': 3.7995, 'grad_norm': 21.580724716186523, 'learning_rate': 3.8759835144248786e-05, 'epoch': 0.67}
{'loss': 3.7128, 'grad_norm': 18.907602310180664, 'learning_rate': 3.869738978393905e-05, 'epoch': 0.68}
{'loss': 3.6053, 'grad_norm': 16.4235782623291, 'learning_rate': 3.8634944423629324e-05, 'epoch': 0.68}
{'loss': 3.6836, 'grad_norm': 16.593538284301758, 'learning_rate': 3.85724990633196e-05, 'epoch': 0.69}
{'loss': 3.5604, 'grad_norm': 17.720285415649414, 'learning_rate': 3.851005370300987e-05, 'epoch': 0.69}
{'loss': 3.7094, 'grad_norm': 18.342042922973633, 'learning_rate': 3.8447608342700135e-05, 'epoch': 0.69}
{'loss': 3.6199, 'grad_norm': 16.87759017944336, 'learning_rate': 3.838516298239041e-05, 'epoch': 0.7}
{'loss': 3.6988, 'grad_norm': 13.874095916748047, 'learning_rate': 3.8322717622080686e-05, 'epoch': 0.7}
{'loss': 3.578, 'grad_norm': 16.968477249145508, 'learning_rate': 3.826027226177095e-05, 'epoch': 0.7}
{'loss': 3.5301, 'grad_norm': 16.381494522094727, 'learning_rate': 3.8197826901461224e-05, 'epoch': 0.71}
{'loss': 3.6588, 'grad_norm': 17.034618377685547, 'learning_rate': 3.81353815411515e-05, 'epoch': 0.71}
{'loss': 3.6033, 'grad_norm': 16.87391471862793, 'learning_rate': 3.807293618084177e-05, 'epoch': 0.72}
{'loss': 3.6208, 'grad_norm': 15.463854789733887, 'learning_rate': 3.8010490820532035e-05, 'epoch': 0.72}
{'loss': 3.7177, 'grad_norm': 17.780914306640625, 'learning_rate': 3.794804546022231e-05, 'epoch': 0.72}
{'loss': 3.6754, 'grad_norm': 13.188603401184082, 'learning_rate': 3.788560009991258e-05, 'epoch': 0.73}
{'loss': 3.7689, 'grad_norm': 15.48908519744873, 'learning_rate': 3.782315473960285e-05, 'epoch': 0.73}
{'loss': 3.6012, 'grad_norm': 15.895797729492188, 'learning_rate': 3.776070937929312e-05, 'epoch': 0.73}
{'loss': 3.512, 'grad_norm': 15.952824592590332, 'learning_rate': 3.769826401898339e-05, 'epoch': 0.74}
{'loss': 3.6954, 'grad_norm': 15.478507995605469, 'learning_rate': 3.763581865867366e-05, 'epoch': 0.74}
{'loss': 3.6919, 'grad_norm': 15.795708656311035, 'learning_rate': 3.7573373298363935e-05, 'epoch': 0.75}
{'loss': 3.6008, 'grad_norm': 15.602143287658691, 'learning_rate': 3.75109279380542e-05, 'epoch': 0.75}
{'loss': 3.5322, 'grad_norm': 17.076234817504883, 'learning_rate': 3.744848257774447e-05, 'epoch': 0.75}
{'loss': 3.5657, 'grad_norm': 15.582818984985352, 'learning_rate': 3.7386037217434745e-05, 'epoch': 0.76}
{'loss': 3.6774, 'grad_norm': 16.009349822998047, 'learning_rate': 3.732359185712502e-05, 'epoch': 0.76}
